TI1;TI2;TI3;TI4;TI5;TC1;TC2;TI6;LC1;TI7
-0,97243;-0,92893;-0,22006;-0,40601;-0,05974;-0,77462;-0,055485;0,37185;0,10388;1,4066
-1,48;-1,762;-0,22006;-0,57442;-0,22589;-0,73811;-0,014092;0,70003;-0,68147;0,74089
-2,1395;-2,3406;-1,0265;-0,74283;-0,22589;-0,7016;-0,036143;0,78961;-1,7834;0,22315
-1,2995;-1,6308;-2,3568;-0,91123;-0,22589;-0,66508;-0,077536;0,83438;-2,4495;-0,40733
2,076;0,34334;-2,6037;-1,4988;-0,22589;-0,62857;-0,11893;0,8792;-2,5451;-0,97018
2,0352;1,7791;-1,6025;-1,714;-0,51264;-0,64802;-0,16032;0,92401;-2,4349;-1,3874
0,39423;1,0416;0,21198;-1,4031;-0,81991;-0,68453;-0,20172;1,003;-1,5726;-1,626
-0,43494;0,38697;1,124;-0,86717;-1,1271;-0,72105;-0,21139;1,0844;0,025972;-1,8602
-0,43494;-0,13397;1,1282;0,23716;-1,4344;-0,75756;-0,21139;1,1659;0,50794;-1,4622
-0,43494;-0,4547;0,47989;0,88679;-1,545;-0,79407;-0,21139;1,2017;0,47698;-1,1329
-0,43494;-0,68381;0,32279;0,84169;-1,1149;-0,85856;-0,21139;1,1121;0,41758;-0,65554
-0,43494;-0,59789;-0,17206;0,74695;-0,44095;-0,93159;-0,21139;1,0225;0,12537;-0,51223
-0,43494;-0,51198;-0,18422;0,59514;0,3332;-1,0046;-0,14794;0,93294;0,14783;-0,35975
-0,43494;-0,42606;-0,14582;0,28634;0,54717;-1,0776;-0,065157;0,92697;0,46496;-0,20128
-0,43494;-0,42035;-0,10742;-0,022454;0,76115;-1,1507;0,01763;0,80893;0,81133;-0,0061159
-0,43494;-0,43561;-0,069017;-0,24886;0,97512;-1,1118;0,10042;0,68245;1,2222;0,28974
-0,43494;-0,49288;-0,030617;-0,24886;0,97076;-1,0387;0,1832;0,54303;1,3194;0,57448
-0,43494;-0,55016;-0,063903;-0,24886;0,89355;-0,96571;0,20255;0,28712;1,3191;0,99464
-0,43494;-0,60744;-0,1023;-0,24886;0,81642;-0,89269;0,20255;0,27004;1,3189;1,3943
-0,43494;-0,66471;-0,1407;-0,2657;0,70763;-0,81966;0,20255;0,27004;1,2631;1,8504
-0,43494;-0,74144;-0,1791;-0,32881;0,51217;-0,77462;0,20255;0,27004;0,99302;1,4805
-0,91001;-0,87165;-0,2175;-0,39201;0,31662;-0,73811;0,20255;0,38949;0,40116;1,1107
-0,91001;-1,0018;-0,48886;-0,4552;0,12115;-0,7016;0,20255;0,51747;-0,73851;0,46174
-1,4952;-1,132;-0,77686;-0,55758;-0,017531;-0,66508;0,20255;0,62022;-1,7841;-0,30283
-2,4745;-2,0051;-1,3695;-0,76809;-0,11836;-0,62857;0,20255;0,70623;-2,3643;-0,63158
-1,9678;-2,5779;-1,9839;-0,98985;-0,21919;-0,62004;0,20255;0,79224;-2,3693;-1,2324
-0,22593;-1,2891;-2,3321;-1,5961;-0,40838;-0,62004;0,20255;0,87825;-1,6776;-1,8109
2,1873;1,4344;-1,9357;-1,5961;-0,60384;-0,62004;0,23427;0,87322;-0,67934;-1,8109
1,0472;1,8435;-0,85877;-1,5961;-0,79939;-0,62004;0,27566;0,74921;0,25922;-1,8109
0,078089;0,80156;0,64398;-1,293;-1,0079;-0,62004;0,31706;0,62513;0,17117;-1,3716
-0,71996;-0,24036;1,028;-0,57481;-1,2524;-0,676;0,35845;0,50111;0,15846;-0,94063
-0,71996;-0,48579;0,85245;0,51857;-1,2475;-0,74903;0,39984;0,39618;0,073343;-0,86666
-0,71996;-0,71245;0,23778;1,0985;-0,91664;-0,82205;0,37779;0,46338;-0,087195;-0,7927
-0,71996;-0,76977;0,016262;1,0985;-0,17807;-0,89508;0,3364;0,53058;-0,11429;-0,70393
-0,71996;-0,82704;-0,2053;1,0311;0,29979;-0,9681;0,29501;0,78041;0,17037;-0,60526
-0,68577;-0,88432;-0,18422;0,36512;0,90578;-0,95718;0,25361;0,38949;0,46453;-0,50664
-0,62877;-0,9416;-0,14582;0,22732;1,2695;-0,92067;0,21222;0,38949;0,57603;-0,40802
-0,57177;-0,96194;-0,10742;0,037511;1,205;-0,88416;0,23427;0,35365;1,003;-0,3094
-0,51476;-0,64946;-0,069017;-0,18708;1,1404;-0,84765;0,27566;-0,0047272;1,3195;-0,085034
-0,45776;-0,44328;-0,030617;-0,41168;1,0759;-0,81113;0,31706;-0,2675;1,3195;0,40806
-0,50824;-0,52919;-0,02806;-0,27412;0,96247;-0,71866;0,35845;-0,2675;1,3195;0,96555
-0,63037;-0,61511;-0,02806;0,0038296;0,71433;-0,60912;0,39984;-0,2675;1,1956;1,2093
-0,80684;-0,70103;-0,02806;0,0038296;0,48503;-0,49959;0,37779;0,15646;0,90788;1,1271
-1,1326;-0,97403;-0,02806;0,2396;0,42524;-0,39005;0,3364;0,27004;0,2489;0,64665
-1,4583;-1,2605;-0,29686;0,35748;0,36553;-0,28051;0,29501;0,27004;-0,75146;0,10702
-2,1574;-1,739;-0,62326;-0,17552;0,29384;-0,22694;0,25361;0,52885;-1,7336;-0,29431
-2,5252;-2,7461;-1,3831;-0,66618;0,11462;-0,19043;0,21222;0,74781;-2,4282;-1,0361
-2,0691;-2,5595;-1,9605;-1,0909;-0,064597;-0,15391;0,20255;0,74781;-2,5836;-1,4974
0,89518;-1,095;-2,015;-1,5883;-0,24381;-0,1174;0,20255;0,75546;-2,3104;-2,0197
1,7293;1,3591;-1,5923;-1,5107;-0,42303;-0,080889;0,20255;0,8317;-1,7298;-2,2169
0,22592;0,71288;-0,24994;-1,4329;-0,81731;-0,1563;0,20255;0,90794;-0,85162;-2,4141
-0,62495;-0,1229;0,76986;-0,57214;-1,355;-0,26584;0,20255;1,1995;-0,044053;-2,1633
-1,1885;-0,74452;1,2819;0,6991;-1,6597;-0,37538;0,17083;1,1018;-0,018538;-1,8805
-1,123;-0,99317;0,54798;0,91567;-1,6597;-0,48491;0,12943;1,0205;0,0047226;-1,6159
-1,0575;-0,99317;0,15156;1,1795;-1,0989;-0,59445;0,088038;0,9608;0,048294;-1,5151
-0,99192;-0,99317;-0,29206;0,94565;-0,4979;-0,64802;0,046644;0,87724;0,21993;-1,3493
-0,9264;-0,99317;-0,38806;0,6943;0,067388;-0,68453;0,0052509;0,76249;0,49538;-1,005
-0,87698;-0,99317;-0,48406;0,38928;0,31176;-0,72105;0,090746;0,64774;0,82654;-0,66061
-0,83294;-0,95877;-0,42108;0,080478;0,48143;-0,75756;0,21493;0,53293;1,164;-0,31631
-0,78895;-0,9015;-0,30511;-0,22824;0,44559;-0,79407;0,33911;0,41817;1,3187;0,028043
-0,74491;-0,84422;-0,20611;-0,24886;0,40974;-0,71866;0,46329;-0,017229;1,3187;0,30863
-0,71996;-0,78694;-0,15371;-0,24886;0,3739;-0,60912;0,58747;-0,22056;1,3187;0,50587
-0,26393;-0,72966;-0,10136;-0,24886;0,33806;-0,49959;0,45787;-0,15654;1,3187;0,70311
-0,34944;-0,70674;-0,04901;-0,24886;0,2621;-0,39005;0,2509;-0,092522;1,3187;0,71624
-0,5632;-0,70674;-0,02806;-0,24886;0,076014;-0,28051;0,99599;0,0901;1,3192;0,46174
-0,71996;-0,70674;-0,02806;-0,24886;-0,11007;-0,17098;0,44395;0,28121;1,0333;0,13006
-0,71996;-0,70674;-0,02806;-0,24886;-0,29624;-0,061439;0,44046;0,74781;0,33569;0,0059809
-1,1689;-0,92152;-0,26698;-0,24886;-0,48233;0,048097;0,75111;1,0464;-0,70749;-0,18365
-1,9171;-1,5782;-0,523;-0,24886;0,030037;0,15763;0,72828;1,0464;-1,9063;-0,55353
-2,6653;-2,6284;-0,77901;-0,43411;-0,099017;0,26717;0,6041;1,0464;-2,3617;-0,92335
-2,1328;-2,8225;-2,065;-0,86158;-0,22807;0,34873;0,47992;1,0464;-2,4146;-1,5098
-0,14992;-1,3101;-2,8249;-1,6298;-0,35704;0,42175;0,35574;1,0464;-1,9756;-1,6753
1,3702;0,66796;-2,6329;-1,9666;-0,48609;0,49477;0,23156;1,0464;-1,6499;-2,0575
1,0027;1,1898;-0,97554;-1,7982;-0,66196;0,5678;0,20255;1,0464;-1,1445;-2,1191
-0,37541;0,034029;0,33033;-1,293;-1,6866;0,64082;0,20255;1,0464;-0,95481;-2,1191
-1,2157;-0,71334;1,0344;-0,57214;-1,9554;0,60192;0,20255;1,0464;-0,69676;-2,1191
-1,2235;-0,77918;0,97038;0,5554;-2,1743;0,5289;0,20255;1,0464;-0,69631;-2,1191
-0,91001;-0,84502;0,39434;1,3342;-1,9439;0,45587;0,20255;1,0464;-0,49978;-2,1191
-0,91001;-0,91086;-0,18166;1,1658;-1,0046;0,38285;0,23427;1,0464;-0,16634;-2,0698
-0,91001;-0,9767;-0,22006;0,79534;-0,52654;0,30982;0,27566;1,0464;-0,43684;-1,8849
-0,91001;-0,99317;-0,22006;0,29012;0,090753;0,32074;0,31706;1,0464;-0,38542;-1,7
-0,91001;-0,99317;-0,22006;-0,090053;0,71802;0,35726;0,35845;0,94935;-0,11813;-1,5151
-0,91001;-0,99317;-0,22006;-0,27994;0,67614;0,39377;0,39984;0,74781;0,51408;-1,3301
-0,91001;-0,99317;-0,22006;-0,39657;0,58653;0,43028;0,34607;0,74781;1,0005;-0,93919
-0,91001;-0,99317;-0,22006;-0,51312;0,49692;0,46679;0,26328;0,74781;1,3195;-0,63982
-0,91001;-0,99317;-0,22006;-0,62974;0,40732;0,53129;0,1805;0,22969;1,3193;-0,015448
-0,91001;-0,99317;-0,22006;-0,74629;0,31771;0,60431;0,097709;0,090882;1,3191;0,42793
-0,91001;-0,99317;-0,22006;-0,70167;-0,064597;0,67734;0,014922;0,090882;1,3189;0,70092
-0,91001;-0,9817;-0,22006;-0,64556;-0,22589;0,75036;0,027302;0,13955;1,3187;0,86595
-0,91001;-0,86715;-0,22006;-0,58945;-0,22589;0,82338;0,068695;0,62614;1,0082;0,73387
-0,91001;-0,75255;-0,22006;-0,53326;-0,25152;0,84045;0,11009;0,7943;0,41762;0,60178
-1,8601;-1,5278;-0,33526;-0,55199;-0,34749;0,84045;0,15148;0,85631;-0,61381;0,18617
-2,0976;-2,2342;-0,76726;-0,66862;-0,44355;0,84045;0,19288;0,91827;-1,6407;-0,4124
-1,8031;-2,2342;-1,5406;-0,90809;-0,53952;0,84045;0,20255;0,98027;-2,1736;-0,7412
1,0852;-0,70674;-2,0441;-1,4277;-0,6355;0,84045;0,20255;1,0423;-2,1651;-1,3918
2,4533;2,1572;-1,5833;-1,4277;-0,67394;0,78448;0,20255;1,2694;-1,1451;-1,7047
0,62699;1,3362;0,02954;-1,4277;-1,0754;0,71146;0,20255;1,3586;-0,28734;-1,8725
-0,39694;0,40914;1,2087;-0,53177;-1,5343;0,63843;0,20255;1,2522;0,4891;-1,6414
-0,91001;-0,10002;1,124;0,56335;-1,8855;0,56541;0,30835;1,0903;0,64219;-0,97266
-0,91001;-0,76843;0,53296;1,3694;-1,7242;0,49239;0,44627;0,91006;0,52061;-0,62398
-0,91001;-0,85064;0,38268;1,3889;-1,1527;0,39138;0,58437;0,74781;0,30157;-0,46539
-0,91001;-0,93285;0,2324;1,0311;-0,58073;0,28184;-0,018154;0,74781;0,2852;-0,41505
-0,91001;-0,99317;0,082161;0,67329;0,36486;0,17231;-0,14794;0,74781;0,31224;-0,37236
-0,91001;-0,99317;-0,02806;0,31538;0,89589;0,062771;-0,065157;0,74781;0,3827;-0,32968
-0,91001;-0,99317;-0,02806;-0,17426;1,0286;-0,046766;0,01763;0,71711;0,74736;-0,28699
-0,91001;-1,0045;-0,02806;-0,50147;1,0286;0,011585;0,10042;0,40997;0,94682;0,078735
-0,91001;-1,0467;-0,02806;-0,50147;0,94673;0,12112;0,1832;0,38949;1,1664;0,47672
-0,91001;-1,089;-0,02806;-0,50147;0,63946;0,23066;0,20255;0,38949;1,2976;0,91348
-0,91001;-1,1312;-0,070722;-0,50147;0,33228;0,34019;0,20255;0,25012;1,2835;1,0367
-1,1;-1,1735;-0,23074;-0,50147;0,08196;0,44973;0,20255;0,10082;1,2287;1,4929
-1,195;-1,284;-0,39071;-0,50147;-0,16434;0,47532;0,20255;0,18208;0,99259;1,7205
-1,5941;-1,4172;-1,1353;-0,50147;-0,36123;0,47532;0,20255;0,28383;0,65464;1,758
-2,1578;-2,2342;-1,6473;-0,62124;-0,54162;0,47532;0,20255;0,42163;0,10057;1,2725
-1,9677;-2,2342;-2,3273;-1,0703;-0,67394;0,47532;0,20255;0,55944;-1,3974;0,78715
0,3251;-0,99317;-2,8313;-1,5194;-0,67394;0,47532;0,20255;0,56865;-2,148;-0,00698
2,3773;1,2107;-2,2237;-2,2529;-0,67394;0,39138;0,20255;0,56865;-2,4863;-0,459
0,96426;1,382;-1,1801;-2,071;-0,91588;0,28184;0,20255;0,95214;-2,4038;-1,0905
-0,44062;0,22464;0,65489;-1,5011;-1,9285;0,17231;0,23427;1,0464;-2,0469;-1,4192
-0,49763;-0,049299;1,2479;-0,55199;-1,9285;0,062771;0,27566;1,1407;-0,89552;-1,7789
-0,55463;-0,32324;1,0908;0,89639;-1,9285;-0,046766;0,31706;1,2166;0,0021471;-1,7049
-0,61163;-0,59718;0,68238;1,4016;-1,7852;-0,1563;0,35845;1,1275;0,60517;-1,631
-0,66864;-0,70674;0,10634;1,2527;-1,2475;-0,26584;0,39984;1,0384;0,74087;-0,948
-0,72404;-0,70674;-0,2023;0,6677;-0,16677;-0,37538;0,40952;0,94924;0,8633;-0,43901
-0,76475;-0,72364;-0,16129;0,082682;0,42465;-0,48491;0,40952;0,83159;0,95411;-0,28048
-0,80546;-0,78708;-0,12029;-0,24886;0,75981;-0,59445;0,40952;0,70433;0,9077;0,032076
-0,84622;-0,85046;-0,07929;-0,24886;0,75981;-0,56408;0,40952;0,57713;0,84916;0,35564
-0,88693;-0,9139;-0,038288;-0,24886;0,75981;-0,49105;0,40952;0,91001;1,2222;0,71624
-0,95361;-0,97733;-0,057937;-0,24886;0,56267;-0,41803;0,37779;0,74028;1,3188;0,90115
-1,0542;-0,99317;-0,097817;-0,24886;0,23413;-0,34501;0,3364;0,57055;1,319;1,1453
-1,1548;-0,99317;-0,1377;-0,24886;-0,094494;-0,27198;0,29501;0,40082;1,3192;1,5521
-1,4002;-0,99317;-0,17753;-0,29017;-0,25814;-0,22694;0,25361;0,44524;1,3194;1,5792
-1,7422;-1,6572;-0,21741;-0,35911;-0,3119;-0,19043;0,21222;0,50496;1,1468;1,5792
-2,5252;-2,2969;-0,97272;-0,42797;-0,36567;-0,15391;0,20255;0,56469;0,53767;1,3721
-2,5252;-2,807;-2,3815;-0,49691;-0,41943;-0,1174;0,20255;0,66772;-0,46517;0,90115
0,61012;-1,1841;-2,8752;-1,232;-0,4732;-0,080889;0,20255;0,77393;-1,7607;0,35258
2,3773;1,1987;-2,3705;-1,4277;-0,62913;-0,10034;0,20255;0,88009;-2,6273;-0,20214
0,68994;1,4766;-0,89847;-1,4277;-0,85316;-0,13685;0,20255;0,98625;-2,7965;-0,75693
-0,46087;0,40017;0,22154;-1,0109;-1,3909;-0,17336;0,20255;1,1241;-2,5948;-1,3117
-0,72;-0,24852;0,73998;-0,15372;-1,882;-0,20988;0,20255;1,3032;-1,664;-1,8109
-0,88076;-0,51287;0,23527;0,76324;-1,7745;-0,24639;0,20255;1,353;-0,097176;-1,8109
-0,77115;-0,70674;-0,011596;1,5511;-1,6669;-0,33886;0,20255;1,2336;0,46533;-1,7123
-0,66153;-0,70674;-0,36406;1,3941;-0,77636;-0,4484;0,20255;0,96794;0,58687;-1,1945
-0,55188;-0,70674;-0,36406;1,1696;0,076014;-0,55794;0,41416;1,3774;0,66001;-0,64356
-0,44227;-0,70674;-0,12406;0,94502;0,4069;-0,66747;0,68999;1,3092;0,7222;-0,26994
-0,70096;-0,70674;-0,089787;0,080006;0,73778;-0,77701;0,96601;1,2068;0,88226;-0,26994
-0,76835;-0,70674;-0,19265;-0,13271;0,66685;-0,69068;0,81881;1,1044;0,74152;0,038239
-0,82016;-0,70674;-0,29547;-0,34542;0,56727;-0,54463;0,54298;0,99094;0,8688;0,58006
-0,87201;-0,70674;-0,39833;-0,50147;0,46778;-0,39858;0,26696;0,86301;1,2688;0,80939
-0,96702;-0,94436;-0,5012;-0,50147;0,36821;-0,25253;0,20255;0,71711;1,3193;1,2217
-1,1808;-1,1989;-0,50806;-0,50147;0,22952;-0,10648;0,20255;0,40997;1,3189;1,345
-1,3945;-1,4535;-0,50806;-0,50147;0,039751;-0,016396;0,20255;0,48504;1,299;1,5422
-1,48;-1,7378;-0,93046;-0,50147;-0,15002;0,056628;0,20255;0,5874;1,1095;1,7888
-2,7152;-2,4728;-1,3831;-0,50147;-0,22589;0,12965;0,20255;0,68982;0,42324;1,7025
-1,8601;-2,9979;-1,9865;-1,2312;-0,22589;0,20268;0,20255;0,74781;-0,81685;1,0279
0,61012;-1,2605;-2,6201;-1,6522;-0,50192;0,2757;0,20255;0,76355;-1,8068;0,44683
2,1303;1,1758;-2,2237;-2,0732;-0,79763;0,26478;0,20255;0,92122;-2,4812;-0,49713
0,69287;0,78251;-0,37294;-1,6298;-1,0933;0,22827;0,20255;1,0789;-2,5094;-0,91983
-0,44564;-0,080926;0,97819;-1,1246;-1,4334;0,19176;0,20255;1,2366;-2,2348;-1,5212
-0,5525;-0,39912;1,1971;-0,24886;-1,8031;0,15525;0,20255;1,3942;-1,4494;-1,7061
-0,6594;-0,59218;1,0386;0,852;-2,1728;0,11873;0,20255;1,3689;-0,18341;-1,7575
-0,73896;-0,70674;0,17673;1,0985;-1,7457;0,026258;0,20255;1,3305;0,49023;-1,6342
-0,78282;-0,70674;-0,015275;1,0985;-1,0324;-0,083278;0,20255;1,2921;0,61708;-0,99046
-0,82668;-0,80697;-0,20727;0,51952;-0,27463;-0,19281;0,20255;1,2537;0,36531;-0,66171
-0,87055;-0,91439;-0,22006;0,30405;0,2698;-0,30235;0,20255;1,2256;0,35887;-0,46724
-0,91001;-0,99317;-0,22006;0,088663;0,7521;-0,41189;0,20255;1,2256;0,69752;-0,28227
-0,91001;-0,97626;-0,12406;-0,1268;0,67531;-0,38152;0,20255;1,2256;0,92095;-0,097361
-0,91001;-0,91283;0,23594;-0,33645;0,59851;-0,30849;0,20255;0,92697;1,1124;0,33686
-0,91001;-0,84944;-0,18807;-0,53854;0,52171;-0,23547;0,20255;0,92697;1,3187;0,59297
-0,91001;-0,786;-0,22006;-0,74062;0,28932;-0,16244;0,26599;0,72258;1,3187;0,9504
-0,93443;-0,72257;-0,30072;-0,75408;0,042934;-0,08942;0,34878;0,50362;1,3187;1,016
-1,1787;-0,70674;-0,38712;-0,76903;0,0098539;-0,044377;0,43157;0,28467;1,2979;1,0817
-2,5252;-1,4466;-0,47352;-0,82522;-0,11426;-0,0078651;0,51435;0,45585;0,98652;1,3943
-2,5252;-2,8299;-1,0929;-0,88133;-0,23829;0,028647;0,59714;0,41337;0,2266;1,3943
-1,7651;-2,5779;-2,0677;-1,0572;-0,3624;0,065159;0,55304;0,74781;-1,0027;1,0984
1,3702;-0,42035;-2,5132;-1,7645;-0,48643;0,10167;0,47025;0,75345;-1,8945;0,37108
1,6948;1,3935;-2,0249;-1,9984;-0,77376;0,1102;0,38746;0,81004;-2,4438;-0,37565
0,23245;0,99931;-0,54646;-1,8581;-1,1161;0,1102;0,30468;0,86664;-2,4347;-0,88913
-0,26828;0,36672;0,73998;-1,22;-1,7661;0,1102;0,22189;0,92318;-1,9683;-1,2907
-0,42606;-0,25218;0,73998;0,083941;-1,9285;0,1102;0,23427;1,2256;-0,8285;-1,5823
-0,58389;-0,40982;0,21001;0,8849;-1,9285;0,1102;0,27566;1,2256;0,16649;-1,4814
-0,74167;-0,95498;0,094811;1,0544;-1,606;0,026258;0,31706;1,2256;0,57448;-1,168
-0,89949;-0,99317;-0,020389;0,99421;-1,0682;-0,083278;0,35845;1,1969;0,43064;-0,7128
-0,91001;-1,0037;-0,09526;0,93408;-0,53056;-0,19281;0,39984;0,91023;0,33108;-0,40422
-0,91001;-1,0432;-0,16726;0,64716;0,0070903;-0,30235;0,47296;0,74781;0,44338;-0,28745
-0,91001;-1,0827;-0,22006;0,21308;0,49098;-0,41189;0,55575;0,74781;0,62942;-0,17069
-0,95667;-1,1222;-0,22006;-0,50753;0,49098;-0,38152;0,63853;0,74781;0,54389;0,16151
-1,0344;-1,1617;-0,22006;-0,56812;0,49098;-0,30849;0,72132;0,74781;1,1843;0,34233
-1,1121;-1,1841;-0,22006;-0,6288;0,49098;-0,23547;0,80411;0,74781;1,3195;0,7894
-1,1898;-1,1841;-0,22006;-0,68939;0,43277;-0,16244;0,72828;0,38949;1,3195;0,97747
-1,195;-1,1841;-0,30965;-0,75007;0,21453;-0,08942;0,6041;0,38949;1,3195;1,0793
-1,195;-1,1841;-0,40565;-0,75408;-0,003713;-0,044377;0,47992;0,38949;1,1603;1,3018
-2,0226;-1,5659;-0,50165;-0,62416;-0,22196;-0,0078651;0,35574;0,38949;0,66701;1,1724
-2,5701;-2,2103;-0,77686;-0,40767;-0,4402;0,028647;0,23156;0,5567;-0,0088789;0,80259
-2,6737;-2,807;-1,495;-0,38359;-0,5757;0,065159;0,20255;0,73587;-1,1405;0,43271
-1,8601;-2,4633;-2,6201;-1,1751;-0,68365;0,10167;0,20255;0,74781;-1,992;0,062894
0,89518;-0,77039;-2,6201;-1,7155;-0,7916;0,082221;0,20255;0,74781;-2,4583;-0,47352
2,3533;1,3655;-2,2237;-1,9911;-0,89955;0,045709;0,20255;1,1937;-2,5074;-0,745
0,87618;1,2455;-0,49128;-1,6769;-1,3497;0,0091966;0,20255;1,2256;-2,0648;-1,1083
-0,18793;0,3147;0,78938;-0,96963;-2,0279;-0,027316;0,20255;1,2256;-1,0988;-1,4534
-0,56795;0,028319;1,2831;-0,029852;-2,1974;-0,063828;0,20255;1,2256;0,19398;-1,5767
-0,81501;-0,25807;0,71024;1,1418;-2,1974;-0,18428;0,20255;1,2256;0,62942;-1,0833
-0,8733;-0,54445;0,31018;1,5748;-1,4526;-0,33033;0,20255;1,1061;0,55559;-0,58717
-0,83401;-0,70674;-0,006931;1,0273;-0,97459;-0,47638;0,20255;0,97815;0,55027;-0,35802
-0,79468;-0,70674;-0,02806;0,48977;-0,16216;-0,62243;0,26599;0,90308;0,59857;-0,22593
-0,75534;-0,70674;-0,053675;-0,27215;0,37306;-0,76848;0,34878;0,86329;0,80483;-0,093847
-0,72391;-0,70674;-0,096337;-0,50533;0,5146;-0,77462;0,43157;0,82344;0,85597;0,19112
-0,7632;-0,70674;-0,139;-0,7385;0,65604;-0,73811;0,51435;0,78364;1,0867;0,51831
-0,80253;-0,70674;-0,18166;-0,75408;0,70763;-0,7016;0,59714;0,72989;1,3187;0,93162
-0,84187;-0,70674;-0,22006;-0,75408;0,51217;-0,66508;0,58476;0,53879;1,3187;1,345
-0,88116;-0,73221;-0,22006;-0,75408;0,31662;-0,62857;0,54337;0,34171;1,3187;1,5792
-0,94802;-0,82767;-0,22006;-0,75408;0,12115;-0,5361;0,50197;0,21998;1,3187;1,5792
-1,0905;-0,92313;-0,22006;-0,40043;-0,10597;-0,42656;0,46058;0,39211;1,3187;1,8251
-1,423;-1,1204;-0,22006;-0,021431;-0,35411;-0,31702;0,41919;0,56424;1,1395;1,3842
-2,5252;-1,8982;-0,60886;-0,23194;-0,53785;-0,20749;0,40952;0,73631;0,45396;1,2833
-2,5252;-2,807;-1,5641;-0,48463;-0,63742;-0,097951;0,40952;0,75735;-1,0076;1,0861
-1,195;-2,5779;-2,3568;-1,2702;-0,737;-0,072359;0,40952;0,85291;-2,1793;0,3489
1,6063;0,056958;-2,6037;-1,8516;-0,83657;-0,072359;0,40952;0,94846;-2,7205;-0,37138
1,1178;0,8207;-1,6025;-2,0003;-0,93615;-0,072359;0,40952;1,044;-2,8069;-0,948
-0,1569;0,32429;0,09194;-1,6214;-1,4447;-0,072359;0,44124;1,1396;-2,3706;-1,4776
-0,62082;-0,44328;0,7311;-0,94311;-1,9285;-0,072359;0,48263;1,2256;-1,5762;-1,8429
-1,1475;-0,67239;0,6425;0,18955;-1,9285;-0,12832;0,52402;1,2256;-0,38834;-1,8719
-1,062;-0,9015;0,55391;0,77417;-1,9285;-0,20135;0,56542;1,2256;0,4003;-1,7369
-0,91951;-0,99317;0,11787;0,79778;-1,7177;-0,27437;0,60681;1,2256;0,4602;-1,109
-1,119;-0,99317;-0,22006;0,61734;-0,92702;-0,34739;0,58476;1,2256;0,56771;-0,86966
-0,83397;-0,99317;-0,22006;0,43689;-0,13628;-0,42042;0,54337;1,1846;0,4773;-0,63037
-0,79769;-0,99317;-0,22006;0,13013;0,40137;-0,4095;0,50197;1,0315;0,9216;-0,35623
-0,92728;-0,99317;-0,22006;0,0038296;0,60814;-0,37299;0,46058;0,88215;0,87464;0,013585
-1,0568;-1,0229;-0,22006;-0,061172;0,70864;-0,33647;0,41919;0,85531;0,81669;0,3834
-1,1864;-1,0625;-0,26613;-0,16946;0,51661;-0,29996;0,40952;0,90013;1,0355;0,74792
-1,0953;-1,1022;-0,43893;-0,34314;0,32457;-0,26345;0,40952;0,63133;1,3194;1,0649
-0,98837;-1,1418;-0,61178;-0,69679;0,24485;-0,19896;0,40952;0,49698;1,3191;1,0861
-0,84666;-1,1815;-0,78458;-1,0504;-0,006058;-0,12593;0,40952;0,54426;1,3188;1,5998
-0,60915;-0,9168;-0,95738;-1,4041;-0,25696;-0,052908;0,40952;0,56865;1,196;1,8052
-0,45567;-0,63037;-1,0329;-1,2302;-0,50787;0,020116;0,37779;0,59455;0,76039;1,5915
-0,53341;-0,46737;-0,84087;-1,0186;-0,75877;0,09314;0,3364;0,65427;0,033484;0,96952
-0,61115;-0,64361;-0,64887;-0,80696;-0,94276;0,082221;0,29501;0,71399;-1,5326;0,70057
-0,68888;-0,81986;-0,50806;-0,75408;-0,94276;0,045709;0,25361;0,77544;-2,2732;0,013585
-0,83401;-0,99611;-0,50806;-0,75408;-0,94276;0,0091966;0,21222;0,83918;-2,552;-0,59731
-0,91001;-1,1724;-0,8537;-0,75408;-0,94276;-0,027316;0,20255;0,90297;-2,3953;-0,92611
-0,91001;-1,1841;-1,0193;-0,75408;-0,94276;-0,063828;0,20255;0,96671;-1,686;-1,2932
-0,042666;-0,70674;-0,91126;-0,75408;-0,94276;-0,10034;0,20255;1,0305;-0,39053;-1,626
0,15938;-0,13397;-0,80328;-0,75408;-0,94276;-0,13685;0,20255;1,0146;0,50794;-1,4945
-0,061534;-0,13397;-0,25846;-0,75408;-0,94276;-0,17336;0,20255;0,97218;0,69791;-0,87842
-0,23543;-0,26761;0,25173;-0,75408;-0,94276;-0,20988;0,26599;0,92982;0,70353;-0,48711
-0,37794;-0,4108;0,16941;-0,66744;-0,94276;-0,24639;0,34878;0,92697;0,88162;-0,28354
-0,43494;-0,554;0,08714;-0,34266;-0,85676;-0,2829;0,43157;0,92697;0,7985;0,2648
-0,85297;-0,69719;0,0048671;-0,017811;-0,71338;-0,31941;0,51435;0,56865;0,75383;0,51365
-2,2401;-1,9115;-0,31606;-0,097215;-0,57001;-0,35593;0,59714;0,56865;0,80393;0,65437
-2,0121;-2,4972;-1,3273;-0,20558;-0,42663;-0,39244;0,61648;0,56865;0,84916;0,79516
0,89518;-1,095;-1,8393;-0,70356;-0,28326;-0,42895;0,61648;0,62145;0,76652;0,93588
2,0314;1,7028;-1,8713;-1,4277;-0,35562;-0,43748;0,61648;0,67804;0,4297;1,0767
0,83312;1,4635;-0,50806;-1,4277;-0,57168;-0,43748;0,61648;0,73458;0,13713;0,69222
